app_name,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
Dead Space,17470,EA Redwood Shores,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
Rise of the Argonauts,12770,Liquid Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
Mirror's Edge™,17410,DICE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Defense Grid: The Awakening,18500,Hidden Path Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2008
F.E.A.R. 2: Project Origin,16450,Monolith,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Harvest: Massive Encounter,15400,Oxeye Game Studio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2008
Mayhem Intergalactic,18600,Inventive Dingo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2007
Larva Mortus,11340,Meridian4,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009
Knights of Honor,25830,Black Sea Studios Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005
Ceville,23460,Realmforge Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
Empire: Total War™ - Special Forces Units & Bonus Content,10600,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
Watchmen: The End is Nigh,21010,Deadline Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Penumbra Overture,22180,Frictional Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007
Unreal Tournament 3 Black,13210,"Epic Games, Inc.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
Drakensang,12640,Radon Labs,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
Age of Booty™,21600,Certain Affinity™,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
The Graveyard,27020,Tale of Tales,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2008
Burnout Paradise: The Ultimate Box,24740,Criterion Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2009
Zombie Master,90047,Zombie Master Team,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
The Maw,26000,Twisted Pixel Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
The Maw: River Redirect,26006,Twisted Pixel Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
The Maw: Brute Force,26005,Twisted Pixel Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
Obulis,11330,IonFX,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2009
Space Giraffe,27800,Llamasoft LTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
Codename: Panzers - Cold War,9850,"InnoGlow,Stormregion,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
Escape Rosecliff Island,3600,SpinTop Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Guild Wars Nightfall,29580,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2006
Guild Wars,29540,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2005
Guild Wars Factions,29560,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2006
Guild Wars Trilogy,29570,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2008
Puzzle Kingdoms,23700,Infinite Interactive,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
Samantha Swift and the Golden Touch,16060,MumboJumbo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Two Worlds Epic Edition,1930,Reality Pump Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
Helldorado,18470,Spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
X-Blades,7510,Gaijin Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
Zeno Clash,22200,ACE Team,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
The Maw: Speeder Lane,26007,Twisted Pixel Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
King's Bounty: The Legend,25900,1C Company,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2008
Virtual Families,16200,Last Day of Work,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
Death Track®: Resurrection,7840,Sky Fallen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
Freedom Force vs. the Third Reich,8890,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005
Freedom Force,8880,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2002
Light of Altair,34500,SaintXi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
Darkest Hour: Europe '44-'45,1280,Darklight Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009
Prototype™,10150,Radical Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
Port Royale 2,12470,Ascaron Entertainment ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004
Call of Cthulhu®: Dark Corners of the Earth,22340,Headfirst Productions,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
The Elder Scrolls IV: Oblivion® Game of the Year Edition,22330,Bethesda Game Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
The Elder Scrolls III: Morrowind® Game of the Year Edition,22320,Bethesda Game Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002
The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,900883,Bethesda Game Studios®,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
Ankh 2: Heart of Osiris,12440,Deck 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
Armored Fist 3,32710,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1999
MiG-29 Fulcrum,32740,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1998
BC Kings,12460,Mascot Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
Call of Juarez®: Bound in Blood,21980,Techland,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Nancy Drew®: Legend of the Crystal Skull,31860,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
Nancy Drew®: The Creature of Kapu Cave,31900,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Nancy Drew®: The Phantom of Venice,31920,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Nancy Drew®: The White Wolf of Icicle Creek,31930,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
BRAINPIPE: A Plunge to Unhumanity,35800,Digital Eel,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
Hunting Unlimited 2010,12690,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2009
Tales of Monkey Island Complete Pack,31170,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Street Fighter® IV,21660,Capcom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Thrillville®: Off the Rails™,6080,Frontier,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2007
Indiana Jones® and the Fate of Atlantis™,6010,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
Armed and Dangerous®,6090,Planet Moon Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
"Star Wars: Battlefront 2 (Classic, 2005)",6060,Pandemic Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005
Indiana Jones® and the Last Crusade™,32310,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
LEGO® Indiana Jones™: The Original Adventures,32330,Traveller's Tales,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
The Secret of Monkey Island: Special Edition,32360,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Warfare,35300,GFI Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
Clutch,35310,Targem Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
Nancy Drew®: Ransom of the Seven Ships,31980,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Nancy Drew®: Ransom of the Seven Ships Demo,31990,Her Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
3D Ultra™ Minigolf Adventures,10140,Wanako Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006
King's Quest™ Collection,10100,Sierra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
TimeShift™,10130,Saber Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
Space Quest™ Collection,10110,Sierra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
Killing Floor Outbreak Character Pack,1256,Tripwire Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Aces of the Galaxy™,10120,Artech Studios,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Tropico Reloaded,33520,"PopTop Software,BreakAway Games,Frog City Software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
Mystery P.I. - Lost in Los Angeles,3610,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Bionic Commando: Rearmed,21680,Capcom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Bionic Commando,21670,Capcom,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Watchmen: The End is Nigh Part 2,21030,Deadline Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Foreign Legion: Buckets of Blood,36000,Sakari Indie,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
STAR WARS™ - Knights of the Old Republic™,32370,"BioWare,Aspyr (Mac)",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003
Osmos,29180,Hemisphere Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2009
Fallout 2: A Post Nuclear Role Playing Game,38410,Black Isle Studios,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1998
Fallout Tactics: Brotherhood of Steel,38420,14° East,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2001
Kingpin — Life of Crime,38430,Xatrix Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
Sacrifice,38440,Shiny Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2000
Mini Ninjas Demo,35050,IO Interactive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,31180,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Jewel Quest Pack,37960,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Mahjong Quest Collection,38000,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",37400,Size Five Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
Tom Clancy's Splinter Cell Chaos Theory®,13570,Ubisoft Montreal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
Crash Time 2,11390,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2009
XIII Century – Gold Edition,34420,Unicorn Games Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
World of Zoo,43100,Blue Fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
18 Wheels of Steel: Extreme Trucker,33730,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
Mini Ninjas,35000,IO Interactive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Freeze Tag Fun Pack #2,39392,"Freeze Tag Inc.,iQ212",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Freeze Tag Fun Pack #1,39391,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
Windosill,37600,"Vectorpark, Inc.",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
Train Simulator: Colton & Northern Route Add-On,24029,All Aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
Midnight Mysteries,32140,MumboJumbo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,31190,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Joint Operations: Combined Arms Gold,32770,NovaLogic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Train Simulator: US Loco & Asset Pack,208306,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
DinerTown Tycoon,37300,PlayFirst,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
Train Simulator: European Loco & Asset Pack,208300,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
Risen,40300,Piranha Bytes,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
Flora's Fruit Farm,35070,Honeyslug,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Empire: Total War™ - The Warpath Campaign,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
Machinarium,40700,Amanita Design,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
Medal of Honor: Airborne,24840,EA Los Angeles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
Need for Speed: Shift,24870,Slightly Mad Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2009
Torchlight,41500,Runic Games,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009
Command & Conquer: Red Alert 3 - Uprising,24800,EA Los Angeles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
The Stronghold Collection,901735,FireFly Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
East India Company: Privateer,42800,Nitro Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
Painkiller: Resurrection,39560,Homegrown Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
SpellForce 2 - Anniversary Edition,39550,"Phenomic,THQ Nordic",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009
Secret Files: Tunguska,40330,Animation Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Rush for Berlin Gold,40320,Stormregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,31200,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Men of War: Red Tide,3130,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
Hammerfight,41100,Konstantin Koshutin,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
SpellForce - Platinum Edition,39540,Phenomic,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009
Massive Assault: Phantom Renaissance,34640,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005
Massive Assault,34630,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003
Nancy Drew® Dossier: Resorting to Danger!,42200,HeR Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Serious Sam HD: The First Encounter,41000,Croteam,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
Secret Files 2: Puritas Cordis,40340,Animation Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Dragon Age: Origins,17450,BioWare,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
Aztaka,37100,Citeremis Inc.,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009
Magnetis,37500,Yullaby,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
For The Glory: A Europa Universalis Game,42810,Crystal Empire Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
Call of Duty®: Modern Warfare® 2,10180,"Infinity Ward,Aspyr (Mac)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
LEGO® Star Wars™ - The Complete Saga,32440,"Traveller's Tales,Feral Interactive (Mac)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Overlord™,11450,"Triumph Studios,Virtual Programming",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2007
Overlord™: Raising Hell,12710,"Triumph Studios,Virtual Programming",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2008
Command & Conquer 3: Tiberium Wars,24790,EA Los Angeles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007
Yumsters 2: Around the World,29120,KranX Productions,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
Command & Conquer 3: Kane's Wrath,24810,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
Gratuitous Space Battles,41800,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
Wings of Prey,45300,Gaijin Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
The Bard's Tale,41900,inXile Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005
Defence Alliance 2,35420,Defence Alliance Team,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,32430,"LucasArts,Aspyr Studios",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
Europa Universalis III: Heir to the Throne,25806,Paradox Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Fallout 3: Game of the Year Edition,22370,Bethesda Game Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
Gratuitous Space Battles: The Tribe,41802,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
Build-A-Lot,38080,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2007
Build-A-Lot 2: Town of the Year,38090,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
Build-A-Lot 3: Passport to Europe,38100,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
Coconut Queen,38070,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
Roogoo,38210,Spidermonk Entertainment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Devil May Cry 4,45700,Capcom,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
Avencast: Rise of the Mage,46410,ClockStone Studios,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2010
Build-A-Lot 4: Power Source,38110,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
"Pirates, Vikings, and Knights II",17570,Octoshark Studios,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2010
Farm Frenzy 2,38130,Alawar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Farm Frenzy 3: American Pie,38160,Alawar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Farm Frenzy 3,38150,Alawar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Farm Frenzy,38120,Alawar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
Farm Frenzy: Pizza Party,38140,Alawar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Cake Mania Main Street™,36300,Sandlot Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Westward® IV: All Aboard,36310,Sandlot Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
Iron Roses,36320,Cateia Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
UFO: Extraterrestrials Gold,37030,Chaos Concept,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
LEGO® Indiana Jones™ 2: The Adventure Continues,32450,Traveller's Tales,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,34180,Eurocom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010
Super Laser  Racer,44100,New Star Games Ltd,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2010
Hearts of Iron III: Soviet Infantry Pack DLC,25960,Paradox Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
NecroVisioN: Lost Company,46250,The Farm 51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Cradle of Persia,38180,Awem Studio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
Aliens vs. Predator Swarm Map Pack,10695,Rebellion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Serious Sam Classic: The First Encounter,41050,Croteam,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001
Train Simulator: Fort Kent to Eagle Lake Route Add-On,24055,All Aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
Mount & Blade: Warband,48700,TaleWorlds Entertainment,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2010
Coniclysm,39900,ZoopTEK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Plain Sight,49900,Beatnik Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
Lead and Gold: Gangs of the Wild West,42120,Fatshark,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Grand Theft Auto: Episodes from Liberty City,12220,Rockstar North / Toronto,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010
Dark Void™ Zero,45730,Other Ocean Interactive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Fortix,45400,Nemesys Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2010
