app_name,price,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,Year
ATSF Wagon Pack 01,4.99,256521,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
GP20 Union Pacific Add-on Livery,4.99,222569,Reppo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
UK Van Wagon Pack,4.99,256535,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
CSX SD70MAC Add-on Livery,4.99,256611,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
CSX ES44AC Add-on Livery,4.99,256576,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
Saints Row 2,9.99,9480,Volition,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Dead Space,19.99,17470,EA Redwood Shores,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008.0
Rise of the Argonauts,9.99,12770,Liquid Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008.0
Mirror's Edge™,19.99,17410,DICE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Defense Grid: The Awakening,9.99,18500,Hidden Path Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2008.0
F.E.A.R. 2: Project Origin,14.99,16450,Monolith,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Harvest: Massive Encounter,7.99,15400,Oxeye Game Studio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2008.0
Mayhem Intergalactic,9.99,18600,Inventive Dingo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2007.0
Larva Mortus,4.99,11340,Meridian4,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009.0
Knights of Honor,9.99,25830,Black Sea Studios Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005.0
Ceville,5.99,23460,Realmforge Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
Empire: Total War™ - Special Forces Units & Bonus Content,2.99,10600,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
Watchmen: The End is Nigh,4.99,21010,Deadline Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Penumbra Overture,9.99,22180,Frictional Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007.0
Unreal Tournament 3 Black,19.99,13210,"Epic Games, Inc.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0
Drakensang,9.99,12640,Radon Labs,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
The Graveyard,4.99,27020,Tale of Tales,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2008.0
Burnout Paradise: The Ultimate Box,19.99,24740,Criterion Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2009.0
Zombie Master,0.0,90047,Zombie Master Team,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
The Maw,9.99,26000,Twisted Pixel Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
The Maw: River Redirect,1.25,26006,Twisted Pixel Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
The Maw: Brute Force,1.25,26005,Twisted Pixel Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
Obulis,4.99,11330,IonFX,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2009.0
Space Giraffe,9.99,27800,Llamasoft LTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
Codename: Panzers - Cold War,14.99,9850,"InnoGlow,Stormregion,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009.0
Escape Rosecliff Island,4.99,3600,SpinTop Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Guild Wars Nightfall,19.99,29580,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2006.0
Guild Wars,19.99,29540,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2005.0
Guild Wars Factions,19.99,29560,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2006.0
Guild Wars Trilogy,29.99,29570,ArenaNet®,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2008.0
Puzzle Kingdoms,14.99,23700,Infinite Interactive,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
Samantha Swift and the Golden Touch,9.99,16060,MumboJumbo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Two Worlds Epic Edition,9.99,1930,Reality Pump Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
Helldorado,9.99,18470,Spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
X-Blades,9.99,7510,Gaijin Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
Zeno Clash,9.99,22200,ACE Team,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
The Maw: Speeder Lane,1.25,26007,Twisted Pixel Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
King's Bounty: The Legend,6.99,25900,1C Company,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2008.0
Virtual Families,9.99,16200,Last Day of Work,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
Death Track®: Resurrection,2.99,7840,Sky Fallen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009.0
Freedom Force vs. the Third Reich,4.99,8890,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005.0
Freedom Force,4.99,8880,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2002.0
Light of Altair,14.99,34500,SaintXi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009.0
Darkest Hour: Europe '44-'45,0.0,1280,Darklight Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
Prototype™,19.99,10150,Radical Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
Blueberry Garden,4.99,29160,Erik Svedäng,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
Port Royale 2,4.99,12470,Ascaron Entertainment ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004.0
Call of Cthulhu®: Dark Corners of the Earth,4.99,22340,Headfirst Productions,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0
The Elder Scrolls IV: Oblivion® Game of the Year Edition,14.99,22330,Bethesda Game Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007.0
The Elder Scrolls III: Morrowind® Game of the Year Edition,14.99,22320,Bethesda Game Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002.0
The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,19.99,900883,Bethesda Game Studios®,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
Ankh 2: Heart of Osiris,4.99,12440,Deck 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0
Armored Fist 3,9.99,32710,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1999.0
MiG-29 Fulcrum,9.99,32740,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1998.0
BC Kings,4.99,12460,Mascot Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008.0
Call of Juarez®: Bound in Blood,9.99,21980,Techland,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Nancy Drew®: Legend of the Crystal Skull,6.99,31860,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0
Nancy Drew®: The Creature of Kapu Cave,6.99,31900,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0
Nancy Drew®: The Phantom of Venice,6.99,31920,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.0
Nancy Drew®: The White Wolf of Icicle Creek,6.99,31930,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0
BRAINPIPE: A Plunge to Unhumanity,0.0,35800,Digital Eel,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008.0
Hunting Unlimited 2010,9.99,12690,"ValuSoft, Retroism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2009.0
Tales of Monkey Island Complete Pack,19.99,31170,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Street Fighter® IV,19.99,21660,Capcom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Thrillville®: Off the Rails™,9.99,6080,Frontier,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2007.0
Indiana Jones® and the Fate of Atlantis™,5.99,6010,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.0
Armed and Dangerous®,5.99,6090,Planet Moon Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0
"Star Wars: Battlefront 2 (Classic, 2005)",9.99,6060,Pandemic Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005.0
Indiana Jones® and the Last Crusade™,5.99,32310,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.0
LEGO® Indiana Jones™: The Original Adventures,19.99,32330,Traveller's Tales,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.0
The Secret of Monkey Island: Special Edition,9.99,32360,LucasArts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Warfare,12.99,35300,GFI Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008.0
Clutch,9.99,35310,Targem Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009.0
Nancy Drew®: Ransom of the Seven Ships,6.99,31980,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
3D Ultra™ Minigolf Adventures,9.99,10140,Wanako Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006.0
King's Quest™ Collection,19.99,10100,Sierra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0
TimeShift™,19.99,10130,Saber Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0
Space Quest™ Collection,19.99,10110,Sierra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0
Killing Floor Outbreak Character Pack,7.99,1256,Tripwire Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Aces of the Galaxy™,9.99,10120,Artech Studios,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.0
Tropico Reloaded,6.99,33520,"PopTop Software,BreakAway Games,Frog City Software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009.0
Mystery P.I. - Lost in Los Angeles,4.99,3610,SpinTop Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Bionic Commando: Rearmed,9.99,21680,Capcom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.0
Bionic Commando,9.99,21670,Capcom,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Watchmen: The End is Nigh Part 2,4.99,21030,Deadline Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Foreign Legion: Buckets of Blood,4.99,36000,Sakari Indie,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
STAR WARS™ - Knights of the Old Republic™,9.99,32370,"BioWare,Aspyr (Mac)",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003.0
Osmos,9.99,29180,Hemisphere Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2009.0
Fallout 2: A Post Nuclear Role Playing Game,9.99,38410,Black Isle Studios,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1998.0
Fallout Tactics: Brotherhood of Steel,9.99,38420,14° East,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2001.0
Kingpin — Life of Crime,9.99,38430,Xatrix Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.0
Sacrifice,9.99,38440,Shiny Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2000.0
Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,19.99,31180,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Jewel Quest Pack,19.99,37960,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Mahjong Quest Collection,9.99,38000,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",4.99,37400,Size Five Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
Tom Clancy's Splinter Cell Chaos Theory®,9.99,13570,Ubisoft Montreal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005.0
Crash Time 2,9.99,11390,Meridian4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2009.0
XIII Century – Gold Edition,4.99,34420,Unicorn Games Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
World of Zoo,14.99,43100,Blue Fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
18 Wheels of Steel: Extreme Trucker,9.99,33730,"ValuSoft, Retroism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
Mini Ninjas,9.99,35000,IO Interactive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Freeze Tag Fun Pack #2,19.99,39392,"Freeze Tag Inc.,iQ212",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Freeze Tag Fun Pack #1,19.99,39391,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.0
Windosill,2.99,37600,"Vectorpark, Inc.",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
Train Simulator: Colton & Northern Route Add-On,24.99,24029,All Aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
Midnight Mysteries,9.99,32140,MumboJumbo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,19.99,31190,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Joint Operations: Combined Arms Gold,19.99,32770,NovaLogic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Train Simulator: US Loco & Asset Pack,17.99,208306,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
DinerTown Tycoon,9.99,37300,PlayFirst,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
Train Simulator: European Loco & Asset Pack,19.99,208300,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
Risen,9.99,40300,Piranha Bytes,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
Flora's Fruit Farm,3.99,35070,Honeyslug,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Empire: Total War™ - The Warpath Campaign,9.99,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
Machinarium,9.99,40700,Amanita Design,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
Medal of Honor: Airborne,9.99,24840,EA Los Angeles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0
Need for Speed: Shift,19.99,24870,Slightly Mad Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2009.0
Torchlight,14.99,41500,Runic Games,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009.0
Command & Conquer: Red Alert 3 - Uprising,19.99,24800,EA Los Angeles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
The Stronghold Collection,19.99,901735,FireFly Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009.0
East India Company: Privateer,4.99,42800,Nitro Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
Painkiller: Resurrection,9.99,39560,Homegrown Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
SpellForce 2 - Anniversary Edition,14.99,39550,"Phenomic,THQ Nordic",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009.0
Secret Files: Tunguska,9.99,40330,Animation Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Rush for Berlin Gold,4.99,40320,Stormregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,19.99,31200,Telltale Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Men of War: Red Tide,4.99,3130,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
Hammerfight,4.99,41100,Konstantin Koshutin,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
SpellForce - Platinum Edition,9.99,39540,Phenomic,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009.0
Massive Assault: Phantom Renaissance,9.99,34640,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005.0
Massive Assault,9.99,34630,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003.0
Nancy Drew® Dossier: Resorting to Danger!,6.99,42200,HeR Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Serious Sam HD: The First Encounter,14.99,41000,Croteam,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
Secret Files 2: Puritas Cordis,9.99,40340,Animation Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Dragon Age: Origins,19.99,17450,BioWare,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
Aztaka,4.99,37100,Citeremis Inc.,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009.0
Magnetis,1.99,37500,Yullaby,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0
For The Glory: A Europa Universalis Game,9.99,42810,Crystal Empire Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
Call of Duty®: Modern Warfare® 2,19.99,10180,"Infinity Ward,Aspyr (Mac)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
LEGO® Star Wars™ - The Complete Saga,19.99,32440,"Traveller's Tales,Feral Interactive (Mac)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Overlord™,4.99,11450,"Triumph Studios,Virtual Programming",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2007.0
Overlord™: Raising Hell,9.99,12710,"Triumph Studios,Virtual Programming",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2008.0
Command & Conquer 3: Tiberium Wars,14.99,24790,EA Los Angeles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007.0
Yumsters 2: Around the World,4.99,29120,KranX Productions,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008.0
Command & Conquer 3: Kane's Wrath,19.99,24810,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009.0
Gratuitous Space Battles,14.99,41800,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009.0
Wings of Prey,9.99,45300,Gaijin Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
The Bard's Tale,9.99,41900,inXile Entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005.0
Defence Alliance 2,0.0,35420,Defence Alliance Team,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,19.99,32430,"LucasArts,Aspyr Studios",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
Europa Universalis III: Heir to the Throne,9.99,25806,Paradox Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Fallout 3: Game of the Year Edition,19.99,22370,Bethesda Game Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
Gratuitous Space Battles: The Tribe,5.99,41802,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009.0
Build-A-Lot,9.99,38080,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2007.0
Build-A-Lot 2: Town of the Year,9.99,38090,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008.0
Build-A-Lot 3: Passport to Europe,9.99,38100,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
Coconut Queen,9.99,38070,iWin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
Roogoo,1.99,38210,Spidermonk Entertainment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Devil May Cry 4,19.99,45700,Capcom,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008.0
Avencast: Rise of the Mage,9.99,46410,ClockStone Studios,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2010.0
Build-A-Lot 4: Power Source,9.99,38110,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0
"Pirates, Vikings, and Knights II",0.0,17570,Octoshark Studios,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2010.0
Farm Frenzy 2,4.99,38130,Alawar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.0
Farm Frenzy 3: American Pie,9.99,38160,Alawar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0
Farm Frenzy 3,9.99,38150,Alawar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Farm Frenzy,4.99,38120,Alawar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0
Farm Frenzy: Pizza Party,4.99,38140,Alawar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0
Cake Mania Main Street™,6.99,36300,Sandlot Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0
Westward® IV: All Aboard,6.99,36310,Sandlot Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010.0
